WorkerId,imageID,Answer.tag1,Answer.tag10,Answer.tag2,Answer.tag3,Answer.tag4,Answer.tag5,Answer.tag6,Answer.tag7,Answer.tag8,Answer.tag9
630137,5d4be653cf0b3a0f3f34378b.jpg,Washing machines,,owan,slipper,wood,rack,,,,
598710,5d4bf1ebcf0b3a0f3f3575a8.jpg,cloth,,bed,water,background,brush,,,,
166085,5d4bf1ebcf0b3a0f3f3575a8.jpg,clothes,,bag,floor,bed,dishes,,,,
759268,5fd04d73f2d9500e43596731.jpg,washroom,,water,tub,mug,clothes,,,,
334568,5fd04d73f2d9500e43596731.jpg,bath area,,buckets,soap,cloths,toilets,,,,
107775,5ec4fa7ff0611d7ddd742029.jpg,Man,,Chair,Fridge,Bottle,Cloth,,,,
861370,5ec4fa7ff0611d7ddd742029.jpg,compact,,tiny,kitchen,interior,lightings,,,,
334568,5d4be114cf0b3a0f3f33a6af.jpg,washing,,machine,opened,hand,cloths,,,,
531113,5d4be114cf0b3a0f3f33a6af.jpg,Haier washing machine,Water level,Top-loading,Control panel,Clothes inside,Program selector,Buttons,Hand lifting lid,Drum,Household appliance
814265,5d4bf256cf0b3a0f3f3581ca.jpg,bed,,cot,stool,cloth,wire,wall,,,
675658,5d4bf256cf0b3a0f3f3581ca.jpg,Bed,Crocheted cloth,Blanket,Television,Table,Stool,Dirt floor,Brick walls,Modest,Floral sheet
433189,5d4be828cf0b3a0f3f346b07.jpg,glass,,washing machine,liquid,door,window,,,,
436567,5d4be828cf0b3a0f3f346b07.jpg,washing machine,,cloth,glass,room,window,,,,
792752,5fd0399cf2d9500e4358e6a3.jpg,wasimisini,,teers,wateer,reest room,eoriyaru,,,,
918411,5fd0399cf2d9500e4358e6a3.jpg,washing machine,,dryer,tap,tile,board,,,,
951109,5fd0399cf2d9500e4358e6a3.jpg,MultiPurposeRoom,,SmallSpaceSolutions,BathroomSetup,CompactWashingMachine,BathroomLaundry,WashingMachine,,,
814265,5ec4f884f0611d7ddd740f77.jpg,dog,,table,chair,boy,notebook,,,,
356312,5ec4f884f0611d7ddd740f77.jpg,dog,,child,table,chire,stress,,,,
230980,5ec4f884f0611d7ddd740f77.jpg,Child,Floor,Drawing,Dog,Wooden table,Green container,Napkins,Ruler,Staircase,Railing
533612,5fd03a3df2d9500e4358eb11.jpg,Detergent drawer,Compartment,Washing machine,Blue plastic piece,Liquid detergent,Fabric softener,Maximum fill level,Partially open,Zerowatt,MAX label
433189,5fd03a3df2d9500e4358eb11.jpg,wood,,machine,water,wall,tab,,,,
199019,62660994ff195db7cda540e8.jpg,dining area,,four chairs,one table,flower wash,bag,,,,
230980,62660994ff195db7cda540e8.jpg,Dining table,Oval table,Wooden chairs,Flower vase,Speaker,Blue cloth,Light switch,Plants,Wooden beam,Tiled floor
272809,5fd02be8a8444d0db97b4066.jpg,washing,,machine,clothes,drying,clean,,,,
847483,5fd02be8a8444d0db97b4066.jpg,Washing machine,Laundry area,Top-loading,Detergent,Bathroom,Toilet,Cabinet,Hose,Label,Energy efficiency
918411,5fd0392df2d9500e4358e402.jpg,machine,,person,water,white,board,,,,
681246,5fd0392df2d9500e4358e402.jpg,women,,cloth,wasing machine,pipe,switch,,,,
672975,5fd0392df2d9500e4358e402.jpg,washing machine,,washing power,water,tab,cloth,,,,
433189,5d4bdef2cf0b3a0f3f336dd7.jpg,human,,women,table,cane,slipper,,,,
463831,5d4bdef2cf0b3a0f3f336dd7.jpg,table,,glass,cell,bottle,sandel,shoe,girls,boys,toys
764783,5d4bdef2cf0b3a0f3f336dd7.jpg,table,,blue,jas,bottle,chair,,,,
340888,5d4bdffccf0b3a0f3f338882.jpg,bath room,,mugs,water,washing manchine,tiles,,,,
129345,5d4bf405cf0b3a0f3f35aedc.jpg,Cluttered room,Disorganized,Patterned blanket,Clothing items,Small desk,Yellow bag,Shoes,Papers,Rough concrete floor,Cables and wires
990586,5d4bf405cf0b3a0f3f35aedc.jpg,bed,,clothes,home,bedssheet,brown,,,,
504162,5d4bf405cf0b3a0f3f35aedc.jpg,cloth,,frame,shirt,table,wood,,,,
433189,5ec4f5bff4a4fb7dc03879b0.jpg,floor,,switch,washing machine,tab,wall,,,,
412556,5ec4f5bff4a4fb7dc03879b0.jpg,washing,,tape,wire,machine,bucket,,,,
782846,5ec4fb7ff0611d7ddd74289e.jpg,Table,Jar,Tablecloth,Colander,Eggs,Blender,Chairs,Shelf,Wall,Vegetables
185171,5ec4fb7ff0611d7ddd74289e.jpg,table,,chair,bottle,cloth,sweet,,,,
360190,5d4be132cf0b3a0f3f33aa21.jpg,drees,,packet,table,can,door,,,,
178862,5d4bf228cf0b3a0f3f357cd0.jpg,cloth,,ground,house,wall,stone,,,,
446378,5d4bf228cf0b3a0f3f357cd0.jpg,mat,,bed,cloth,wooden,door,shirt,,,
672975,5d4bf228cf0b3a0f3f357cd0.jpg,cloth,,floor,light,sheet,wall,,,,
325614,6093c6afe2f63f31439aac1e.jpg,Jug,,Paste,Soap,Backet,Water,,,,
630137,6093c6afe2f63f31439aac1e.jpg,mug,,tooth paste,cloth,face wash,plastic tub,,,,
853350,5d4bf496cf0b3a0f3f35be14.jpg,Rustic dwelling,,Dirt floor,Wooden bench,Metal bed frame,Stuffed toys,Rough planks,Dim lighting,Artwork,
948635,5d4bf496cf0b3a0f3f35be14.jpg,Wooden wall,Worn textures,Dim lighting,Rustic interior,Bench,Dirt floor,Simple bedding,Wooden structure,Minimalist decor,Rural living
759268,5d4bf496cf0b3a0f3f35be14.jpg,bed,,house,frame,table,sticks,,,,
334568,5d4bf20acf0b3a0f3f35793e.jpg,floor,,not neat,leaf,germs,food,,,,
970358,5d4bf20acf0b3a0f3f35793e.jpg,banana leaf,,flour,wall,room,house,,,,
138284,5ec4fa65f0611d7ddd741f56.jpg,Laundry,Organization,Washing machine,Shelving,Woman,Vacuum hose,Clothes,Storage,Indoor,Household
951109,5ec4fa65f0611d7ddd741f56.jpg,LaundryDay,,HouseholdChores,WashingMachine,GirlPower,DomesticLife,CleanClothes,LaundryTime,,
684803,5ec4fa65f0611d7ddd741f56.jpg,table,,women,clowth,leg,bag,,,,
719478,5d4bdfa8cf0b3a0f3f337fff.jpg,table,,wood,dirt,outside,shoe,,,,
771678,5d4bdfa8cf0b3a0f3f337fff.jpg,Wooden table,,Garbage,Rough floor,Things,Poverty,,,,
376524,5d4bdfa8cf0b3a0f3f337fff.jpg,Rustic indoor,Person with bucket,Wooden table,Blue container,Plastic bins,Dirt floor,Worn furniture,Scattered items,Green object,Red object
934851,5fd04975f2d9500e43594e16.jpg,washing machine,,wall,floor,clothes,things,,,,
681246,5fd04975f2d9500e43594e16.jpg,mirror,,cloth,wasing machine,hole,button,,,,
291867,5d4bf438cf0b3a0f3f35b41c.jpg,Green bucket,Urban poverty,Rocks,Dirt ground,Wooden door,Debris,Footwear,Makeshift structure,Outdoor,Rough terrain
534391,5d4bf438cf0b3a0f3f35b41c.jpg,GOOD,,SPR,OK,IL,WOOD,,,,
587058,5ec4f5cff4a4fb7dc0387a3c.jpg,washing machine,,white,soap,clean,drying,,,,
178862,5fd048e8f2d9500e435949bb.jpg,washing mechine,,switch,room,flour,house,,,,
600029,5fd048e8f2d9500e435949bb.jpg,CAN CLEAN CLOTHES,,DRY CLOTHES,DIRT CLEANER,RINSE AND GIVE,WASH IN STEAM WATER,,,,
681246,5fd048e8f2d9500e435949bb.jpg,wasing machine,,mirror,hole,button,door,,,,
776491,5d4bf1d3cf0b3a0f3f3572f0.jpg,dirty,,cover,sand,fllor,pad,,,,
563304,5d4bf1d3cf0b3a0f3f3572f0.jpg,Dining,Family,Table,Meal,Chairs,Food,Decor,Setting,Gathering,Plates
273863,5d4be69ecf0b3a0f3f344017.jpg,table,,washing meshine,floor,wall,cloth,,,,
661877,5d4be69ecf0b3a0f3f344017.jpg,watching,coffe,machain,white,tills,wall,black,nice,good,excellent
463831,5d4be69ecf0b3a0f3f344017.jpg,washing machine,,table,wall,tiels,tube,sing,tap,,
435476,5ec4fb65f0611d7ddd7427bb.jpg,Candles,Table setting,Candle holders,Silver,Glass,Table,Home decor,Interior,Decoration,Centerpiece
155246,5ec4fb65f0611d7ddd7427bb.jpg,table,,candel,house,light,chiars,,,,
853350,5fd022f47c803b0c784a05f7.jpg,Bathroom,Trash can,Washing machine,Person,Sink,Soap dispenser,Toothpaste,Toothbrush,Towel,Tiled wall
934851,5fd022f47c803b0c784a05f7.jpg,washing machine,,men,things,tap,water,,,,
861370,5fd022f47c803b0c784a05f7.jpg,washing machine,,cloths,laundry,drying,washing,,,,
355768,5fd04c6bf2d9500e43595fe9.jpg,Washing machine,Cleaning,Liquid detergent,Laundry area,Detergent compartment,Green bottle,Measuring cap,Laundry basket,Household chores,Appliance
672975,5fd04c6bf2d9500e43595fe9.jpg,washing machine,,liquied,cloths,wall,toilet basin,,,,
570379,5fd04c6bf2d9500e43595fe9.jpg,LAUNDRY APPLIANCE,WASHING STATION,CLOTHES WASHER,AUTOMATIC WASHER,HOME APPLIANCE,WASHING DEVICE,SPIN CYCLE MACHINE,FRONT LOADER,TOP LOADER,EFFICIENT CLEANER
630137,5d4be09ecf0b3a0f3f3398f1.jpg,table,,chair,flower,flower pot,glass bottle,,,,
376524,5d4be09ecf0b3a0f3f3398f1.jpg,Granite table,White chairs,Backpack,Smartphone,Electronic device,Hot sauce,Laptop,Notebook,Seasoning container,Artificial flowers
764783,5d4be09ecf0b3a0f3f3398f1.jpg,table,,chair,bottle,white,house,,,,
934851,5d4bde92cf0b3a0f3f336491.jpg,washing machine,,wall,things,clothes,floor,,,,
902565,5d4bde92cf0b3a0f3f336491.jpg,home,,nice,good,feel,liked,,,,
587058,5ec4fb33f0611d7ddd74261d.jpg,chair,,tabe,flower,kept,beautiful,,,,
230980,5d4be19ecf0b3a0f3f33b5b1.jpg,Dining table,Plastic bag,Chairs,Tablecloth,Thermos,Remote controls,Bread,Glasses,Shelf,Window
749664,5d4be19ecf0b3a0f3f33b5b1.jpg,Table,,Chair,Water bottle,Charger,Wine glass,,,,
436567,5d4be544cf0b3a0f3f3419dc.jpg,table,,bag,box,chairs,room,,,,
129345,5d4bdf80cf0b3a0f3f337c0d.jpg,Washing machine,Cleaning,Sneakers,Laundry,Open door,Clothes,Adidas,Interior,Household,Appliance
334568,5d4bdf80cf0b3a0f3f337c0d.jpg,shoes,,machine,washing,opened,clean,,,,
230980,5d4be402cf0b3a0f3f33f556.jpg,Laundry,Blue pouch,Washing machine,Clothes,Bosch,Kitchen,Sink,Countertop,Pet bowls,Shoes
696843,5d4be402cf0b3a0f3f33f556.jpg,WASHING MACHINE,WASHING TAP,CLOTH,MAN,CLEANING PROCESS,DOOR,COOL DRINKS,CUP,VESSELS,SOCKS
178862,5d4be195cf0b3a0f3f33b495.jpg,table,,chair,class,juice bottle,window,,,,
692158,61815ef43f7b866f684432ed.jpg,daining table,,four chair,wall photos,sofa,steps,light,,,
718981,61815ef43f7b866f684432ed.jpg,Dining table,Traditional,Candelabras,Ornate decorations,Gray sofas,Staircase,Paintings,Potted plants,Rustic,Tiled floor
918411,63d1a8a4cf65f9114c4a246b.jpg,person,,women,washing machine,clothes,light,,,,
598710,63d1a8a4cf65f9114c4a246b.jpg,women,,washing macine,cloth,hole,light,,,,
282053,5d4bdfafcf0b3a0f3f338077.jpg,Rural,,Table and Chairs,Dirt Floor,Daytime,Tarpaulin,Shadow,,,
436953,5d4bdfafcf0b3a0f3f338077.jpg,table,,chair,shadow,home,floor,,,,
734511,63cec240cf65f9cbde4a18af.jpg,appliance,interior,washer,dryer,woman,chores,clothes,laundry,home,house
436953,63cec240cf65f9cbde4a18af.jpg,washing,,machin,soap,water,lady,,,,
187330,5f80a1fe95979959194bd0e5.jpg,Dining Table,,Chair,Wall Frame,Window,Idol,,,,
178815,5f80a1fe95979959194bd0e5.jpg,FRUITS,,DINNING,TABLE,CHAIR,PAINTING,,,,
460365,5d4bdf99cf0b3a0f3f337e81.jpg,washing machine,,cloths,table,vacuum cleaner,light,,,,
918411,5fd03fd8f2d9500e43590faf.jpg,washer,,switch,whitw,machine,clothes,,,,
847483,5fd03fd8f2d9500e43590faf.jpg,Washing machine,Delicate wash,Control panel,Digital display,Round door,Laundry settings,Modern appliance,Clothes,Eco settings,Cotton cycle
325614,5d4be14ecf0b3a0f3f33ad61.jpg,Chair,,Bag,Table,Mat,Glass,,,,
176560,5eed1dd012a02204de8c750d.jpg,tress,,washing mechine,house,wall,butten,,,,
513910,5eed1dd012a02204de8c750d.jpg,white washer,,blue green,yellow,blue,tiles,,,,
103348,5eed1dd012a02204de8c750d.jpg,cloth,,machine,door,floor,swicth,,,,
412556,5ec4fa97f0611d7ddd7420fd.jpg,human,,table,chair,cloth,dress,,,,
531113,5f08a6ffb532336e1ab4b5c2.jpg,Washing machine,Pipes,Thomson brand,Control panel,Front-loading,Bar stool,Green cushion,Drawers,Cabinets,Tiled floor
176560,5f08a6ffb532336e1ab4b5c2.jpg,washing mechine,,table,wall,house,butten,,,,
185171,5f08a6ffb532336e1ab4b5c2.jpg,washinmechein,,chair,book,table,tiles,,,,
684803,5fd02f59f2d9500e4358a6d8.jpg,WOMEN,,GIRLS,plats,food,chair,,,,
918411,5fd02f59f2d9500e4358a6d8.jpg,table,,cloth,chair,child,women,,,,
918411,619e73d79c08df9054dd5ca1.jpg,rable,,chair,book,bottle,window,,,,
570379,619e73d79c08df9054dd5ca1.jpg,ELEGANT DINING SETTING,CLASSIC DINNING TABLE,COZY FAMILY MEAL,MODERN TABLE ARRANGEMENT,RUSTIC WOOD DINING TABLE,SLEEK DINING DESIGN,FESTIVE DINNER SPREAD,MINIMALIST TABLE SETTING,LUXURIOUS DINNER SETUP,CASUAL DINING EXPERIENCE
460365,5d4bdfb3cf0b3a0f3f3380db.jpg,washing machine,,cloths,floor,floor mat,cardboard,,,,
259056,5d4bdfb3cf0b3a0f3f3380db.jpg,washing machine,,cloth,current,switch,stand,,,,
630137,5d4bdf42cf0b3a0f3f3375ff.jpg,cloth,,washing mechine,shirt,floor,tap,,,,
661877,5d4bdf42cf0b3a0f3f3375ff.jpg,good,colour,white,shart,nice,watch machain,door,windwo,blue,multiple
178815,5d4bdf42cf0b3a0f3f3375ff.jpg,CLOTHES,,WASHINGMACHINE,GATE,HANGER,CURTAIN,,,,
719478,5d4bebcfcf0b3a0f3f34cebb.jpg,tree,,chair,table,curtain,mirror,,,,
507028,5d4bebcfcf0b3a0f3f34cebb.jpg,tree,,christmas,mirror,toys,chair,light,,,
681246,5d4bebcfcf0b3a0f3f34cebb.jpg,screen,,wire,mirror,cloth,tree,,,,
336136,5d4be175cf0b3a0f3f33b1db.jpg,Ding Table,,Water Bottle,Blue,White Cloth,Cell Phone,,,,
513910,5d4be175cf0b3a0f3f33b1db.jpg,checkered cloth,,blue thermos,marbled tiles,mint green,rectangular table,,,,
156782,5f4a93c3c3fe4f73c0c0a873.jpg,machine,,electronic item,washing clothes,front door,white colours,buttons,,,
356312,5f4a93c3c3fe4f73c0c0a873.jpg,wasshing,,tails,colth,water,wall,,,,
692158,5d4bf498cf0b3a0f3f35be40.jpg,wite dress,,red dress,white tub,white tails,blue wall,,,,
446378,5d4bf498cf0b3a0f3f35be40.jpg,bucket,,plate,pant,cloth,tiles,floor,,,
782846,5d4bf498cf0b3a0f3f35be40.jpg,Basin,Cleaning,Clothes,Blue,White,Red,Patterned,Yellow stain,Laundry,Tiled floor
309281,5d4bf407cf0b3a0f3f35af0e.jpg,Wooden table,Casual,Cushioned chairs,Green walls,Plant,Dispenser,Plastic bags,Boxes,Tile floor,Home
771678,5f3982e334408beef22b4643.jpg,Washing machine,,Cupboard,Attractive,Cleaning,Automatic,,,,
310408,5f3982e334408beef22b4643.jpg,Washing machine,,Automatic,Innovation,Technology,White,,,,
465922,5d4bde48cf0b3a0f3f335da7.jpg,girl,,bed,bedsheet,cookies,plate,,,,
672975,5d4bde48cf0b3a0f3f335da7.jpg,bed,,snack,plate,baby sooes,light,,,,
764783,5f889d147e757226efbad020.jpg,table,,shamp,chair,brown,super,,,,
507028,5f889d147e757226efbad020.jpg,table,,dining room,chair,bottle,bowl,door,glass,,
334568,5f889d147e757226efbad020.jpg,dining,,cuboard,show case,neat space,fruits,,,,
771678,5fd0446cf2d9500e43592c72.jpg,Washing machine,,Tooth paste,Cleaning,Innovation,White,,,,
178862,65c14f2be3ec304d9665326a.jpg,stull,,room,box,Tv,house,,,,
252240,65c14f2be3ec304d9665326a.jpg,cher,,tapes,shelp,shope,things,tv,,,
103348,5d4be918cf0b3a0f3f347fc8.jpg,silver,,paste,washing machine,wire,bottle,,,,
359692,63e162d24707e5e1476ce9a8.jpg,chair,,table,labtop,well,tiles,,,,
242344,63e162d24707e5e1476ce9a8.jpg,Table,,Chair,Orange,Laptop,Mouse,Phone,Indoor Plant,,
460365,5d4bec07cf0b3a0f3f34d54d.jpg,washing machine,,steel table,steel shelf,bed,window,curtains,,,
325614,5d4bec07cf0b3a0f3f34d54d.jpg,Washing machine,,Table,Door,Mat,Window,,,,
672975,5d4bec07cf0b3a0f3f34d54d.jpg,wallscreen,,cimincepipe,washing maching,cot,bed sheet,,,,
148974,5d4bde7ecf0b3a0f3f3362a7.jpg,HOME,,CLEAN,CHAIR,TABLE,GOOD VIBE,,,,
265443,5d4bde7ecf0b3a0f3f3362a7.jpg,LivingRoomDesign,,SofaStyle,ComfortableSeating,CozyHall,ModernLiving,,,,
412556,5d4be202cf0b3a0f3f33bfa1.jpg,table,,chair,lamp,photo,glass,,,,
547533,5d4be202cf0b3a0f3f33bfa1.jpg,Dining room,Decorative,Glass table,Cushioned chairs,Lace runner,Candle holders,Glass basket,Natural light,Living area,Potted plant
761105,5d4be202cf0b3a0f3f33bfa1.jpg,eating,,glass,dining,table,chair,,,,
305379,5d4bdf03cf0b3a0f3f336f7f.jpg,toilet,outhouse,rest room,bathroom,"lavatory,",washroom,potty,latrine,water closet,powder room
771678,5d4be1b8cf0b3a0f3f33b88b.jpg,Table,,Knife,Cup,Jug,Phone,,,,
734511,5d4be1b8cf0b3a0f3f33b88b.jpg,dining table,,furniture,food,flask,cup,knife,eating,interior,
969759,5d4be1b8cf0b3a0f3f33b88b.jpg,table,,chair,mobile,brutus,knife,,,,
570379,625e4412af042b666b5ece13.jpg,APPLIANCE,HOUSEHOLD ESSENTIAL,LAUNDRY MACHINE,FORNT LOADER,WASHING DEVICE,CLEANSING UNIT,WASHER,AUTOMATED CLEANER,SPIN CYCLE MACHINE,CLOTHES WASHER
408809,625e4412af042b666b5ece13.jpg,washingmachine,,table,cloth,mirror,switch,,,,
334568,625e4412af042b666b5ece13.jpg,machine,,closed,washing,cloths,neat,,,,
815247,5d4bdf63cf0b3a0f3f337901.jpg,Dining table,,Chair,Glass door,Plant,Tiles,,,,
126443,5d4bdf63cf0b3a0f3f337901.jpg,table,,chair,door,plant,tissue,,,,
178862,5d4bdf63cf0b3a0f3f337901.jpg,chair,,table,door,hand wash,flour,,,,
272809,618d11d66dc65b2d0c343a42.jpg,room,,vase,showcase,chairs,glass,,,,
514735,5d4bee68cf0b3a0f3f35156a.jpg,Washing Machine,Clothing Cleaning Brush,Front Door Machine,Wipers,Automatic washing machine,Sink,Bathroom Laundry,Detergents,washing powders,Sink cleaning
503547,5d4bee68cf0b3a0f3f35156a.jpg,washing maching,,cloth,tab,dishwasher,synk,,,,
174917,5d4be41dcf0b3a0f3f33f882.jpg,Table,,Chairs,Livingroom,Door,Smartphone,,,,
355768,5d4be41dcf0b3a0f3f33f882.jpg,Dining table,Door,Wooden chairs,Red bowl,Smartphone,Paper sheet,Fireplace,Living area,Wooden floor,White wainscoting
988965,5d4be41dcf0b3a0f3f33f882.jpg,Dining room,Glass-pane door,Wooden table,Red bowl,Smartphone,Paper,Text,Brown chairs,Fireplace,Orange blanket
103348,5d4beb64cf0b3a0f3f34c21c.jpg,mechine,,washing mechine,bucket,liquid,powder,,,,
812292,5d4beb64cf0b3a0f3f34c21c.jpg,washing machine,,laundry,appliance,front load,chores,,,,
178815,5ec4f82cf0611d7ddd740c87.jpg,DINNING,,TABLE,CHAIR,KITCHEN,BOWL,,,,
325614,5ec4f82cf0611d7ddd740c87.jpg,Table,,Chari,Door,Plant,Water pipe,,,,
782846,5fd04486f2d9500e43592cd0.jpg,Hand-washing,Bicycle wheel,Green tub,Soapy water,Scrubbing,Outdoor,Stone wall,Laundry,Manual labor,Brown shirt
672975,5fd04486f2d9500e43592cd0.jpg,tub,,shooes,cloths,by cycle,washing brush,,,,
990586,5fd04486f2d9500e43592cd0.jpg,person,,wahshing,the,shoe,in wataer,,,,
815247,5fd03019f2d9500e4358a95f.jpg,Dining table,,Chair,Bottles,Flowervase,Tiles,,,,
230980,5d4bed5bcf0b3a0f3f34f766.jpg,Washing machine,Countertop,BEKO,Front-loading,Control panel,Pre-wash,Spin speed,Cotton,Synthetics,Wool
672975,5d4bed5bcf0b3a0f3f34f766.jpg,washing machine,,washing tube,water,cloth,washing powder,,,,
412556,5ec4fc55f0611d7ddd742f96.jpg,washing,,machine,frontdoor,samsung,door,,,,
570379,5ec4f861f0611d7ddd740e44.jpg,Elegant Dining Setting,SPACIOUS DINING TABLE,Family Meal Space,WOODERN DINING TABLE,MODERN DINING AREA,DINING ROOM SETUP,RUSTIC DINING TABLE,SOPHISTICATED TABLE SET,COZY DINNER TABLE,FORMAL DINING ARRANGE
990586,5ec4f861f0611d7ddd740e44.jpg,chair,,table,balcany,plant,glass,,,,
853350,5ec4fbf7f0611d7ddd742c95.jpg,Laundry room,Stroom box,Washing machine,Open door,Clothes,Laundry basket,Plastic bag,Hanging clothes,Striped garment,Peeling paint
934851,5fd04cbaf2d9500e43596224.jpg,washing machine,,bucket,cup,vessels,wall,,,,
918411,5fd04cbaf2d9500e43596224.jpg,clothes,,bucket,washer,tiles,door,,,,
726431,5fd04cbaf2d9500e43596224.jpg,dress,,washing machine,door,top,plastic,,,,
336136,5d4bebfecf0b3a0f3f34d431.jpg,Living Room,,Dining Table,Clean,Modern,Round Table,,,,
812292,5d4bebfecf0b3a0f3f34d431.jpg,chair,,table,dining room,windows,house,,,,
129345,5d4bebfecf0b3a0f3f34d431.jpg,Dining area,Flat-screen TV,Round wooden table,Metal-framed chairs,Large windows,Natural light,Hanging light fixture,Bulletin board,Brick fireplace,Artwork depicting a tree
291867,5fd040f8f2d9500e43591672.jpg,Dryer,Instructions,Laundry,Control panel,Settings,Knob,Open door,Towels,Appliance,Buttons
436953,5fd040f8f2d9500e43591672.jpg,se,,as,xc,good,fall,,,,
812292,5ec4f740f0611d7ddd74047a.jpg,modern,,dining room,table,chairs,bench,,,,
412556,5ec4f740f0611d7ddd74047a.jpg,table,,tv,chair,bench,flower,,,,
970358,5ec4f740f0611d7ddd74047a.jpg,table,,chair,mat,flour,house,,,,
176560,5f33fecff99db44bb3af32ad.jpg,washimh mechine,,tress,vessles,wall,mat,,,,
661877,5f33fecff99db44bb3af32ad.jpg,waching,nice,machain,reed,white,twavel,blue,wach,man,dark blue
630137,5ec4f611f4a4fb7dc0387c82.jpg,table,,chair,tv,plastic box,rabite,,,,
761105,5ec4f611f4a4fb7dc0387c82.jpg,table,,kitchen,chair,eating,white,,,,
630137,5f2ea4ce52a6163d7e09c996.jpg,washing machines,,bag,tub,bottle,tap,,,,
155246,5f2ea4ce52a6163d7e09c996.jpg,clothes,,washmechion,bags,soup,wash base,,,,
393568,5fd04016f2d9500e4359112e.jpg,wall,,person,meachine,room,hand,,,,
918411,5fd04016f2d9500e4359112e.jpg,machine,,dress,wall,switch,sticker,,,,
176560,5d4bdea4cf0b3a0f3f336637.jpg,washing mechine,,plastic cup,house,slap,wall,,,,
812292,5ec4fb97f0611d7ddd742963.jpg,table,,chairs,food,dishes,fridge,,,,
533612,5ec4fb97f0611d7ddd742963.jpg,Dining table,Cooking activity,Religious painting,Wall decor,Refrigerator,Home kitchen,Tablecloth,Food plates,Indoor lighting,Rustic furniture
381278,5ec4fb97f0611d7ddd742963.jpg,Fridge,Tablecloth,Dining table,Jesus photo,Wall art,Chairs,Cutlery,Tabletop calendar,Glassware,Plug point
812292,63c5db8ccf65f918de49fea4.jpg,washer,,laundry,man,appliance,cleaning,,,,
178862,63c5db8ccf65f918de49fea4.jpg,washing mechine,,man,noise class,flour,switch,,,,
260653,63c5db8ccf65f918de49fea4.jpg,wahing machine,,hand,button,Glass,box,,,,
421763,5d4befa6cf0b3a0f3f353944.jpg,bottles,,plates,fruits,jam,room,,,,
686533,5d4befa6cf0b3a0f3f353944.jpg,chier,,water,foot,cup,cloth,plate,table,tea,
488944,5d4be40bcf0b3a0f3f33f668.jpg,Washing machine,,Clothwash,Front load,Laundry basket,Detergent,Laundry room,Wash settings,,
626800,5d4be40bcf0b3a0f3f33f668.jpg,washing mechine,,lady applay with washing,liquid applay,current,switch use,,,,
812292,5d4be40bcf0b3a0f3f33f668.jpg,woman,,laundry,cleaning,mashing machine,appliance,,,,
242344,62a4f68f9280e3554df93241.jpg,Bucket,,Little Water,Floor,Cemented Surface,Leaf,,,,
230980,62a4f68f9280e3554df93241.jpg,Green basin,Plastic container,Soapy water,Bubbles,Concrete floor,Textured wall,Water puddle,Cleaning scene,Foam,Household chore
600029,5d4be7d6cf0b3a0f3f3461ed.jpg,WASH CLOTHES,,RINSE AND CAN DRY,CAN WASH IN STEAM WATER,WASH SEPERATE SMALL CLOTH,BEDSHEETS ALSO CAN WASH,,,,
433189,5f3eeb7b6d3d5848dcb034dc.jpg,washingmachine,,cloth,liquid,wall,bag,,,,
465922,5f3eeb7b6d3d5848dcb034dc.jpg,washing machine,,cloths,washing powder,carry bag,titles,,,,
792752,63d7f6884707e5bf1f6cc6fa.jpg,bakatti,,wateer,teers,kaapu,thari,,,,
503547,63d7f6884707e5bf1f6cc6fa.jpg,tab,,mup,cloth,wall,table,,,,
861370,5fd03f47f2d9500e43590c90.jpg,washing machine,,cloths,laundry,dry,wash,soap,,,
436953,5fd03f47f2d9500e43590c90.jpg,machine,,tap,good,hall,bowl,,,,
334568,62eb7a9960e97cdc3b36b134.jpg,water,,basin,dirty,white,floor,,,,
692158,62eb7a9960e97cdc3b36b134.jpg,blue basin,,liquid,ground surface,brick wall,shadows,,,,
761105,5fd045bbf2d9500e4359355c.jpg,washing,,knob,white,clothes,wording,,,,
563304,5fd045bbf2d9500e4359355c.jpg,Laundry,Washing Cycle,Washing,Clothes,Detergent,Machine,Fabric,Cleaning,Household,Appliance
494374,5fd045bbf2d9500e4359355c.jpg,heater control,user interface,temperature adjustment,functioning button,thermostat,heating system,comfort,home heating,climate control,heat setting
356312,5d4bde75cf0b3a0f3f3361ad.jpg,washing mechine,,soap,cloth,water,wall,,,,
446378,5d4bde75cf0b3a0f3f3361ad.jpg,washing machine,,powder,cloth,towel,tape,box,,,
812292,5d4bdf5ccf0b3a0f3f337867.jpg,washing,,soap,clothes,laundry,washing machine,,,,
176560,5d4bdf5ccf0b3a0f3f337867.jpg,hand wash,,sink,water,hand,washing mechine,,,,
719478,5d4be687cf0b3a0f3f343d6f.jpg,washing machine,,dryer,stands,glass,metal,,,,
359692,5d4be687cf0b3a0f3f343d6f.jpg,well,,washing micghaqn,caver,batten,dress,,,,
426916,5d4bf067cf0b3a0f3f354dc0.jpg,floor,,stones,buckets,jug,plates,,,,
301055,5d4bf067cf0b3a0f3f354dc0.jpg,tub,,stone,soil,mug,vessels,,,,
598710,5fd029e4a8444d0db97b3828.jpg,hand,,wally,stone,cloth,soap,,,,
560849,5fd029e4a8444d0db97b3828.jpg,hand,,bucket,land,man,steel bucket,,,,
334568,5fd040bff2d9500e435914fb.jpg,washing,,machine,open,liquid,electric,,,,
